,Headline,Body text,Meta Tags
3188,Osama Bin Laden Takes Credit For Crocodile Hunter's Death,"Millions worldwide were stunned by the September death of Steve Irwin, TV's Crocodile Hunter, and were further shocked by the release of a videotaped message from Osama bin Laden, in which the al-Qaeda leader took responsibility for the Australian wildlife enthusiast's death. ""We have no compassion for those who exploit Allah's creation for their own gain and glory, and we will continue to strike with righteous barbs into the oppressors' hearts,"" bin Laden said. The videotape was released to the Australian Animal Planet channel on Sept. 9, five days after Irwin's death. ""Praise be to Allah, who permitted the wronged to retaliate against the oppressor in kind!"" While Irwin's family has not commented on the statement, Australian Prime Minister John Howard denounced the act shortly after Irwin's funeral. ""Our nation has lost a wonderful man and a colorful native son,"" Howard told a grieving crowd of thousands in Sydney. ""I urge President Bush to resume the hunt for this deranged madman bin Laden."" To prevent possible additional terrorist attacks on other daytime cable TV personalities, heavy security details have been placed around What Not To Wear's Stacy London, the Food Network's Paula Deen, the American Chopper guys, and Dog the Bounty Hunter.","entertainment, world, animals, terrorism, news, vol 42 issue 51, entertainment"
3189,Apocalypto Star Wants To Show He Can Do Mayan Comedy,"HOLLYWOOD'Actor Tee Dee Nae, star of Mel Gibson's new drama, Apocalypto, about the fall of the Mayan empire, told reporters attending a press junket yesterday that he refuses to be ""pigeonholed"" as a dramatic Mayan actor, and would like to showcase his talent in more lighthearted Mayan fare. ""Most people don't know it, but I spent my first 10 years in the business doing Mayan improv at the Second City in Tikal,"" said Nae, adding that he hoped his early success would allow him to choose a broad range of roles that run the gamut of Mayan subjects and genres. ""Nobody wants to end up like [former Mayan action star] Ah Bolom Tzacab."" Nae said he was currently shopping around a self-penned script for a comedic send-up of antiquated Mayan social mores, titled Summer At Lake Chichancanab.","entertainment, celebrities, movies, race, south america, news in brief, vol 42 issue 50, entertainment"
3190,New Sirius Radio Programs,"Sirius Satellite Radio has failed to meet its year-end subscriber expectations. Here are some new shows and channels Sirius is rolling out to gain new listeners: BBC's ""Cricket Roundup"" with Natasha Kaplinsky Channel that plays ""I Have A Dream"" speech on continuous 24-hour loop Guy Reads The Dow Ticker Like Eddie Murphy Channel Station dedicated to capturing first words of Sirius CEO Mel Karmazin's granddaughter ""The Convincing You To Like Zappa Hour"" Hour-long program titled ""Would XM Satellite Radio Play This?"" ""Test Answers To Mr. Taylor's Sixth-Grade Biology Finals"" Better oldies station","entertainment, technology, products, gadgets, infographic, vol 42 issue 50, entertainment"
3191,"Ho, Ho, Ho! I Saw You Masturbating!","Season's greetings from your old friend Santa! My, oh, my, only 12 nights left until Christmas Eve! Things are getting so close now, we can hardly contain ourselves here at the North Pole. And from the looks of it, my young friend, we're not the only ones set to burst! Why, Jolly Old Saint Nick hasn't seen a Yule log this lit in ages! Now, don't be shy. You know what Santa's talking about. You just couldn't wait to open your present this year, could you? Ho, ho, ho! Dear child, I saw you masturbating! And it hasn't been just once either! Oh, no! Santa's seen you at least twice splashing away in the bathtub, three times in the attic with one of your mother's old art-history books, and more times than even he can count spread out like a stunned partridge on that beanbag chair of yours! Why, old Santa might just have a heart attack if he popped out your chimney on that cold winter's night and, instead of milk and cookies, found his dear little pen pal shamefully hunched over the family computer. Oh, what a naughty, prolific rascal you've been! You see, dear lad, Santa's been keeping a list. Just like the one you keep in your head of all your favorite classmates. The one you've checked so much more than twice. Except when Santa thinks about his list, he doesn't rub his crotch feverishly against the smooth contours of his writing desk. Ho, ho, ho! I see you when you're sleeping, child, and I know when you're awake. And, believe it or not, I even know when you're just pretending to sleep, but really have your rosy palms down the front of your britches. Yes, I suppose you could say old Kris Kringle knows everything there is to know. Well, not everything. You did teach me a thing or two about scented body wash! Ho, ho, ho! Tell me now, what do you want Santa to bring you this year? A bright red bicycle? Some fun new board games? Or should I just have the elves wrap up a fresh batch of those satin pillows you enjoy straddling so much? Or maybe St. Nick shouldn't bring you anything at all this Christmas. After all, Mrs. Claus knitted you a special pair of socks last year, and just look what became of those! Oh, what ever happened to that sweet, freckle-faced angel we all loved so much? Such a bright little youngster, so good to your mommy and daddy, and quick to make friends. Now all you seem to want to do is play by yourself for hours on end. It makes everyone here at my workshop very, very sad. Why the reindeer haven't been able to keep down their feed since hearing about how you slap yourself around. And Mrs. Claus, do you know what she did when she found out? She cried. She cried for the first time in almost 700 years. Where before we enjoyed visions of gumdrops and candy canes, now we see you, once so dear to us all, kneeling against a plastic chair, spitting on two fingers, and putting them lordy knows where. I must say, the sights you conjure up while you lie in your bed have even Santa Claus scratching his head. I doubt any of the high-school cheerleaders have ever even set foot inside a boiler room before, never mind done anything like that! And other things'other terrible, frightful things. If your outlandish fantasies didn't make me quake with disgust, I'd say you were the most creative child in the world. Is it Clara? Is that who you think about when you rub yourself raw? Ho, ho, ho! Why she doesn't even know your name, dear child! You didn't really think you had a chance with her, did you? A pretty girl like that? But your face'it's covered in pockmarks, for goodness sake! Don't cry now, little one. I'm sure some of the Barbie dolls you steal from your sister's room find you very attractive. I bet they hardly even notice your embarrassing stutter, or that pungent and sickly body odor of yours. Or even how pathetic you really are, my child. What a sad, lonely, feeble little shit you are, and how your life'your wretched little life'will be filled with failure after failure, both personal and professional, until the stench of disappointment and heartbreak grows so strong that you'll barely be able to breathe. Well, it looks old Santa has to get back to work! Happy Christmas to all, and to all a good night'except you, you sick little fuck!","entertainment, holidays, opinion, supernatural, news, vol 42 issue 50, entertainment"
3192,Bully Sidekick Gets Spin-Off Beating Deal,,"entertainment, kids, crime, tv, radio news, vol 42 issue 47, entertainment"
3193,Focus Groups Hated It Right Up Until Guy's Head Got Cut Off,"LOS ANGELES'A focus group of 150 people who saw this one movie, Fox Searchlight's modern adaptation of some Charles Dickens classic, were unresponsive right up until the violent and sudden decapitation of the lead character, which was widely heralded as ""awesome."" ""For the first hour and 50 minutes, comments were along the lines of 'boring,' 'too talky,' and 'booooring,'"" assistant producer Marla Cannon said Monday. ""But the final scene, in which the guy gives himself up to rebels who behead him on his twin brother's TV station, was described as 'totally sick' and 'kick-ass,' often in all capital letters or with multiple exclamation points."" Producers said they were currently reworking the film to include a bunch more beheadings.","entertainment, death, movies, science, news in brief, vol 42 issue 48, entertainment"
3194,PlayStation 3 vs. Nintendo Wii,Last week marked the debut of both Sony's and Nintendo's next-generation consoles. Here's how they stack up:,"entertainment, technology, video games, infographic, vol 42 issue 48, entertainment"
3195,Wax-Museum Fire Results In Hundreds Of New Danny DeVito Statues,,"entertainment, celebrities, movies, art, news in photos, vol 42 issue 48, entertainment"
3196,Pierce Brosnan Offended By Way New James Bond Holds Gun,"HOLLYWOOD'According to a source close to Pierce Brosnan, the former James Bond actor felt affronted by the performance of Daniel Craig in the latest Bond film, Casino Royale. ""Pierce just felt that he should have carried his gun in such a way that people knew it was James Bond they were dealing with, and not some 'first-year Bobby who doesn't know the first difference between an Aston Martin that transforms into a snowmobile and one that turns into a submarine,'"" said the source, who added that Brosnan said the Bond girl bedded by Craig may have appeared attracted to him, but he could tell she was faking it. ""Pierce felt the performance was amateur and that in general the film lacked a certain je ne sais quoi."" Former Bond actor Roger Moore reportedly agreed with Brosnan's assessment and added that, while he was glad to see someone other than Timothy Dalton in the role, no actor has delivered the pithy elegance befitting 007 since 1979's Moonraker.","entertainment, celebrities, movies, news in brief, vol 42 issue 48, entertainment"
3197,New Ed McMahon Autobiography Reveals He Slept With 7 Women,"LOS ANGELES'In a revelation that has sent shockwaves through the entertainment industry, the just-published Ed McMahon autobiography, Heeeeeeeeeeeere's Ed, disclosed that the veteran Tonight Show emcee slept with seven separate women over the course of his long career. ""Frankly, a lot of people in Hollywood were stunned to learn this number,"" said gossip columnist Liz Smith on Monday. ""Think about it'that would mean he had sex with one woman every six to nine years."" According to the book, McMahon's conquests include a woman he met overseas while serving in the Marines, a woman he dated for two years before she broke up with him, three other women he dated for five years before they broke up with him, and two of his three wives.","entertainment, celebrities, scandal, news in brief, vol 42 issue 46, entertainment"
3198,Reasons For Britney Spears' Divorce,"Last week, Britney Spears announced plans to divorce husband Kevin Federline. Here are the reasons the couple decided to split:","entertainment, infographic, vol 42 issue 46, entertainment"
3199,'C-List Celebrity Killer' Leaves Police Enthusiastically Guessing Who's Next,"LOS ANGELES'Following Thursday's gruesome discovery of the remains of former Blossom star Joey Lawrence, law enforcement officials are feverishly speculating on the identity of the next victim of the so-called ""C-list Celebrity Killer."" ""We have reason to believe that Dan Cortese, Melissa Rivers, both Kid and Play, or British model Jordan could be next,"" said Lt. Greg Javers of the Los Angeles Police Department at a press conference Monday. ""Oh, and that 'I see dead people' kid,"" said Javers' associate, Lt. Jerry Patelli. ""You know, what's-his-name."" The ""C-list Celebrity Killer"" is believed to have claimed as his first victim, Sabrina The Teenage Witch's Melissa Joan Hart, whose body was discovered floating near the Long Beach docks eight months ago, although some following the case believe that Jackie ""The Jokeman"" Martling's apparent suicide in April 2005 was the killer's handiwork as well. ""As a profiler, I really try to get inside the killer's head, see the world as he would see it,"" Javers said. ""Who's out of the public eye and for how long? Have they done any long-distance phone commercials? Are they trying to lose weight on reality TV programs?"" ""I'd also keep a very close eye on Yasmine Bleeth, the brunette from Baywatch who's not Carmen Electra,"" he added. The ensuing deaths of ex-Married With Children actor David Faustino, the girl in that Lolita remake a few years back, and Lou Diamond Phillips, have police combing the website imdb.com and frantically attempting to recall the names of stars of such defunct TV shows as The Nanny and Melrose Place. ""For a while, we thought about contacting Jenny McCarthy to make sure she was taking the necessary precautions, but then we saw that movie she wrote, directed, and starred in on Showtime,"" Patelli said. ""Tough to say if she's at risk or not. For now, we'll just stick close to the police scanner and see how this one plays out."" Investigators said the most common patterns among the slain celebrities include routinely starring in shows cancelled within two seasons and appearing in made-for-TV or direct-to-DVD movies. ""We believe the likeliest targets are R&B one-hit wonders from the late '80s and early '90s, former child stars, and Maxim cover girls,"" Javers said. ""You remember Punky Brewster? She had this weird name: Soleil something something, I think. Anyway, she's probably on the killer's list, too."" A subsequent discussion between the two policemen eventually ruled out Jamie Kennedy and David Arquette as potential victims. Skeet Ulrich was also crossed off the list when Capt. Janice White reminded them that he was starring in a new, mildly popular TV series. After combing the Dawson's Creek complete series DVD set last month, Javers devised an elaborate ""dead pool"" the two officers planned to use to predict the next victim. ""Just when we thought we'd cracked the code, Molly Ringwald turned up bound and strangled in a Beverly Hills motel room,"" Patelli said. ""We certainly didn't see that coming. My wife swears she just saw her on Scrubs or one of the doctor shows."" ""It's like he's toying with us,"" he added. The FBI has embarked on a related effort dubbed Operation Where Are They Now, in which they are canvassing houseboats and nightclubs and bars where celebrities have made paid personal appearances over the past three years, and scouring the call-back lists of auditions for Law & Order: Criminal Intent. Police said that while they are following every lead, many of which are ""going nowhere fast,"" they are overwhelmed by the sheer number of potential victims. ""After all these years on the force, I'll never figure out why bad things happen to good people,"" Javers said. ""Rob Morrow was terrific in Northern Exposure, and really showed his range in Quiz Show. To see him gutted and defiled like that'it's enough to make you wish Orlando Bloom wasn't on such a hot streak, you know?"" There have been setbacks in the case, as well. In July, a lengthy discussion about whether Eric Roberts qualified as a C-list celebrity was disrupted by a phone call reporting that he had been found slain. ""After that, we really wanted to shift our attention to Peter Scolari, the guy from that Tom Hanks show,"" Patelli said. ""But, in the end, we figured the C-list killer wouldn't waste his time on him, so why should we?""","entertainment, crime, news, vol 42 issue 46, entertainment"
3200,"""My Cousin Totally Works With Kate Hudson's Brother""",,"entertainment, sunday magazine, vol 42 issue 45, entertainment"
3201,Mo'Nique Know She Look Good,,"entertainment, celebrities, news in photos, vol 42 issue 45, entertainment"
3202,From Horse-Face to House-Hold Name,,"entertainment, sunday magazine, vol 42 issue 44, entertainment"
3203,Oscars Create New Truman Capote Biopic Category,"LOS ANGELES'The Academy Of Motion Picture Arts And Sciences announced today the introduction of a new Oscar category honoring the Truman Capote'themed feature film genre. 'We are now able to honor excellence in the emerging field of Capote-inspired filmmaking,' said Academy president Sid Ganis, referring to the new film Infamous, as well as such upcoming features as 20th Century Fox's Truman, Paramount's Truman Capote, Universal's Truman Capote, Jr., DreamWorks' animated Truman And The Big Black And White Ball, and Columbia's road picture Harper & Tru. Warner Bros.' Goin' Capote, scheduled for a Thanksgiving release, stars Oscar hopeful Jimmy Fallon in what many are calling his most understated role yet.","entertainment, oscars, movies, news in brief, vol 42 issue 44, entertainment"
3204,Excited Juror Feels Like Murder Trial Being Put On Just For Her,"CLEVELAND'Jamie Daniels, juror #7 in The State Of Ohio vs. Greg Mitchell, was ""on the edge of the seat"" after closing arguments in the double-murder trial Monday, saying she could not wait to see how it turned out, though she also wished the three-week-long ""roller-coaster ride"" could go on forever. ""The prosecutor was just so intense and animated, and when he demanded that the jury show the accused killer no more mercy than he showed those young girls, I swear, he was looking right at me,"" said Daniels, who added that the defense attorney's disarming cross-examination of an important but unstable witness was just the kind of ""riveting performance"" she was hoping for. ""Every day I know by the way the defendant glances at me that he is wondering if I, specifically, am on his side. And I love that."" Heading in to deliberations, Daniels said she was not certain that Mitchell deserved the most severe punishment in the land, but admitted that a capital sentence had the most potential for multiple juicy appeals.","entertainment, human interest, death, crime, courts, news in brief, vol 42 issue 43, entertainment"
3205,iPod Made By Chinese Children To Benefit African Children,,"entertainment, kids, poor, asia, africa, gadgets, news in photos, vol 42 issue 43, entertainment"
3206,Martin Scorsese's Next Film To Be Three Hours Of Begging For Oscar,"NEW YORK'Director Martin Scorsese, long praised as one of the greatest modern American filmmakers for his works Taxi Driver, Raging Bull, The Last Temptation Of Christ, and Goodfellas, is following up his recent string of critically acclaimed triumphs with The Entitled, a three-hour, unabashed plea for a Best Director Oscar that opens nationwide Friday. Scorsese has lost to almost every major American filmmaker in his career, including actor'director Kevin Costner, who went on to create Waterworld and The Postman. ""I've been making pictures for 40 years,"" said the intense, fast-talking Scorsese in an excerpt from The Entitled, during which the Rolling Stones' ""Gimme Shelter"" can be heard in the background. ""For 40 years, I've been making pictures. And I've always been fascinated with the struggles a man must endure when people don't appreciate him. People say I'm the best. I didn't say it, they did. I just do my work. But for years they've been talking and you know it. You do. I deserve that award, is all I'm saying."" The film, produced, directed, and independently released by the five-time Academy Award nominee, is a bold departure from his signature style of rapid editing, kinetic camera movement, and intricately choreographed tracking shots, instead employing only a single camera on a stationary tripod, with virtually no editing besides brief opening and closing credits. Captivating narratives of moral decay and violent machismo were notably absent, as Scorsese focused on a a simple message of redemption and gratification he hoped would be ""real easy for everyone to understand."" ""For years I did the little pictures about the types of people I grew up with,"" said a passionately gesturing Scorsese in another Entitled scene. ""Then I did the prestige-y, historical stuff like Last Temptation and The Age Of Innocence because I related to the characters, you know, outsiders in repressive environments making fateful choices. Then I started making the big sweeping epics, like Kundun and The Aviator. I've made comedies and documentaries, even concert films. Ever heard of The Last Waltz? No? Okay. You should."" Continued Scorsese, ""What happens? Nothing. Nothing for the versatile visionary who lives and breathes pictures."" Scorsese goes on to describe in meticulous detail individual scenes ""that alone should have won the Oscar,"" including Travis Bickle posing with his guns in front of a mirror in Taxi Driver, the close-up of coffee cups at the Debonair Social Club in Raging Bull, and the pool-hall fight scene in Mean Streets. ""Remember my scene in the back of the cab in Taxi Driver?"" Scorsese said. ""That was me. I was that guy. That was me. Everyone remembers that."" ""You already should have done right by me with Gangs Of New York,"" he said. ""I handed you guys that one on a silver platter."" Although Scorsese does away with his traditional ensemble cast in The Entitled, several of his past associates make brief appearances, including director and screenwriter Paul Schrader, friend and collaborator Jay Cocks, and film editor Thelma Schoonmaker. ""There's Paul,"" said Scorsese as Schrader briefly tilted his head into the frame and waved. ""He has his own directorial career and he still says I should get an Oscar. He should, too. None of us are above wanting a little recognition. We're not stuck up."" ""You want feel-good and heartwarming, right?"" Scorsese said. ""I can do that. Or I can do casual violence with no strings attached. You know I can. What else you want? Kung-fu wire-work? Mentally disabled guy? Boring Robert Redford-style fishing movie? Just tell me what to do, I'll do it. Done. End of story. Give me my Oscar and I'm out of here. Poof."" Newsweek movie critic David Ansen called The Entitled Scorsese's ""best shot"" at a directing Oscar since his most recent loss to Clint Eastwood for Million Dollar Baby. ""Filming in a soundstage in Burbank instead of on the streets of New York was a risk, but it will pay off,"" Ansen said. ""As long as Spielberg doesn't come out with anything, I'd say this is Scorsese's year."" Film-industry insiders said that The Entitled was already being talked about as the frontrunner for the Golden Globes, the Palme d'Or, Cannes, and Tribeca Film Festival honors, and an Oscar for Best Adapted Screenplay.","entertainment, movies, news, vol 42 issue 43, entertainment"
3207,Least Successful Comics-to-Movie Adaptations,,"entertainment, movies, statshot, vol 42 issue 42, entertainment"
3208,Studio 60 Was Better When It First Came Out,"I remember when the famous phrase ""Live from Studio 60, it's Friday Night In Hollywood!"" used to mean something. Back then, when the show first came out, I'd stay home every Monday night just to make sure I didn't miss an episode. There was such a buzz around the show in the weeks leading up to its premiere because it was something new, something no one had ever seen before. But ever since Judd Hirsch left, the show's totally gone downhill. Even by just watching the show in those early days, you felt like you were part of something special. It was truly the first of its kind'so revolutionary that it immediately spawned imitators like 30 Rock. I don't know whether it was better writing, hip musical guests like Three 6 Mafia, or the whole novelty of being the first-ever show about a late-night sketch-comedy show, but regardless of whatever made it so great in those days, it has certainly not aged well. I don't even understand why anyone watches it anymore. In Studio 60's heyday, they would do this thing where Judd would come out before the opening credits and deliver this long, angry monologue about the current state of network television. I used to sit in front of the TV, just waiting for him to unleash his famous catchphrase, ""It's not going to be a very good show tonight."" But they haven't done that for a while. I wish they would just get rid of this current cast and start from scratch. Back when the show first hit the airwaves, they were constantly coming up with new, interesting characters, like Amanda Peet's manipulative but well-intentioned NBS president ""Jordan McDeere,"" or Matthew Perry's hilarious stressed-out-writer character ""Matt Albie."" I'd say they introduced eight to 10 great characters in the first episode alone, but then they kept using those same exact characters in every single show. Sure, they put them in slightly different situations and gave them new dialogue, but they got really old really fast. How many times do I have to see a ""Matt and Danny"" scene or a ""Jordan and Jack"" scene? Three or four times per show? It's just lazy. They've fallen into the trap of using the same tired old formula week in and week out, just because they know it works. Every episode, it's a cold open that sets up a conflict, followed by the opening credits, followed by acts one through six, almost always ending with a neat little resolution and a new cliffhanger. And they keep drawing on the same overused topics'TV networks, network sponsors, sketch comedyÅEEÄ¶ Talk about milking a premise for all it's worth. Okay, we get it already. I understand this is the format that made the show popular, but you can't rely on it forever. Maybe it was just a matter of the show being in the right place at the right time. The nation was still reeling from the fifth anniversary of 9/11, the Pope had just made those insensitive comments about the Muslim religion, and we were all on edge about the E. coli spinach scare. Studio 60 provided the escape we needed every Monday n","opinion, entertainment, tv, trends, television, commentary, vol 42 issue 42, artie mayer, entertainment"
3209,Streisand Farewell Tour,"Barbra Streisand recently kicked off her latest farewell tour in Philadelphia. Here is what she is bringing to her final round of stage shows: Clowns, sent in 25-foot-long acrypc fingernails Giant steel curtain that lowers to obscure stage unless fans keep feeding it money A book, in case she gets bored Streisand impersonator for nights when she turns into werewolf Husband James Bropn, who will perform onstage stripteases during costume changes Chutzpah","entertainment, celebrities, music, infographic, vol 44 issue 26, entertainment"
3210,4 Generations Of Americans Demand Sitcom Reparations,,"entertainment, television, radio news, vol 44 issue 47, entertainment"
3211,CBGB's Closes Down,"After 33 years hosting punk shows, legendary club CBGB's closed its doors on Sunday. What do you think?","entertainment, music, american voices, vol 42 issue 41, entertainment"
3212,SeaWorld Whales Demand 10 Percent Chum Increase,,"entertainment, celebrities, animals, radio news, vol 42 issue 41, entertainment"
3213,Eva Longoria Tans Self Out Of Visible Spectrum,,"entertainment, health, celebrities, self-improvement, news in photos, vol 42 issue 41, entertainment"
3214,KISS Guitarist Denied Royalties,Former KISS guitarist Vinnie Vincent was denied claims to royalties for the album Lick It Up by the Supreme Court recently. What do you think?,"entertainment, business, celebrities, music, american voices, vol 42 issue 40, entertainment"
3215,Retired S1Ws Recalled To Active Duty,"STRONG ISLAND, NY'With recruitment down sharply, and the prospect of being held back by the nation of millions appearing once again likely, top-ranking Public Enemy officials issued an order Monday for all retired Security Of The First World personnel to return to active duty. ""In order to come to the aid of the hip-hop nation, we must regrettably ask those men who heroically served the Black Planet to once again don their fatigues and take up their plastic arms,"" S1W Chief and Public Enemy Minister Of Information Professor Griff said. ""We have no more options. It's not as though we can simply call 911. That would be a joke."" ""Some see this as a sign of defeat,"" Griff added. ""Don't believe the hype: We will come out triumphant in this Mess Age."" S1W comprised the paramilitary security wing of the Public Enemy forces from the late 1980s to the mid-1990s. Their intimidating martial presence and synchronized dance steps routinely struck fear in the hearts of concertgoers hoping to enjoy a Beastie Boys or Big Audio Dynamite performance. Although successfully deployed during the ongoing power-fighting that marked much of Public Enemy's existence, doubts have been raised, even among S1Ws themselves, of their current effectiveness. ""I am proud of my service to Public Enemy,"" said retired S1W Roger Chillous, 41. ""I was right there in the front of the stage for the First London Invasion tour of duty right before I retired. But I can no longer effortlessly execute the complex choreographed maneuvers that were once required of me. I wasn't called up for the East Coast'West Coast conflict, so I don't understand why I was for this."" Others adopted a militant stance evocative of their younger days, claiming that they have already done their fair share of cold lampin'. ""I got a letter from the P.E. the other day,"" said James Bomb, 46, also a former S1W. ""I opened it, and read it, and said they were suckers. They want me for their army or whatever? Picture me giving a damn'I said 'Never.'"" ""Then again, I could use the money,"" Bomb added. John ""Pop"" Oliver, 52, said that commitments to his wife and children make returning to the S1W life much more difficult. ""How is my family going to feel when they turn on the news to find out that the Bomb Squad has been sent into action again?"" Oliver said. ""I'm like, comatose walking around. I just got my life back, I'm not ready to leave it behind."" Public Enemy leader Chuck D admitted that he had ""greatly underestimated"" the strength of the power in the late 1990s, having called it ""contained"" and discharging all but a small force of S1Ws. Despite numerous campaigns to create a broad, multi-racial coalition in order to increase recruitment, such as joint actions with Anthrax, U2 and Gang of Four, recruitment has been less than half that of pre-1992 levels. In addition, there has been some question about the conditions to which the S1Ws will return. The Jeep Beat Troops were decimated in the Revolverlution of 2002, and the S1Ws' once-proud fleet of 98 Oldsmobiles have fallen into disrepair, lacking the armor plating that would keep them safe under fire. Though the initial recall order was for just six S1Ws, speculation ran rampant that this was just the first of many such recalls. One high-ranking member spoke on the condition of anonymity. ""No one is happy to execute this order,"" the source said. ""Unfortunately, so long as the show is under siege by a constant stream of potential bum-rushers, there seems to be no end in sight for this conflict. We may have too much posse, but we still require the critical support of the S1Ws. Yeeeeaaaaaah, boyyyyyyy!"" Sister Souljah could not be reached for comment.","entertainment, music, war, military, activism, news, vol 42 issue 41, entertainment"
3216,Britney Spears Loses Custody Of Child To In Touch Magazine,"LOS ANGELES'Caseworkers from the California Department Of Social Services escorted Sutton Pierce Federline, the newborn second son of singer Britney Spears, to his new home at In Touch Weekly's Los Angeles offices Monday. ""In Touch has displayed a concern for, and attention to, Sutton Pierce's health, welfare, development, and wardrobe that is sadly lacking in the child's biological mother,"" said a CDSS spokesman as the infant was dropped off at the magazine's reception desk. ""We are certain that the 16 editors, 417 freelance photographers, and both writers at In Touch will continue to give little Sutton Pierce the attention that a growing child of celebrities requires."" Spears' eldest child, 1-year-old Sean Preston, was placed under the legal guardianship of TV entertainment-news program Access Hollywood in May.","entertainment, celebrities, parents, magazines, news in brief, vol 42 issue 40, entertainment"
3217,Rachael Ray Snaps Chicken's Neck Live On Air,,"entertainment, celebrities, food, death, news in photos, vol 42 issue 40, entertainment"
3218,I'm All Out Of Life-Changing Epiphanies,,"entertainment, sunday magazine, vol 42 issue 39, entertainment"
3219,'The Scream' Returns From Two-Year Vacation Relaxed,,"entertainment, human interest, art, vacations, news in photos, vol 42 issue 39, entertainment"
3220,TBS Once Again Leads All Networks In Leslie Nielsen Ratings,"ATLANTA'For the ninth consecutive year, the Turner Broadcasting System once again leads all broadcast and cable networks in the Leslie Nielsen ratings, according to data released by the Leslie Nielsen Media Research organization Monday. ""With repeated broadcasts of such top Nielsen-share draws as Airplane!, The Naked Gun trilogy, and Dracula: Dead And Loving It, TBS once again maintains its forefront in bluff, hapless television,"" media writer Mark Schaffer said. ""Spike TV and USA still maintain their distant second and third place."" Over 2,000 households a year are chosen to participate as Nielsen families and receive a bland-looking monitoring unit that blinks affably, falls off the top of the TV at inappropriate moments, and frequently bungles its simple data-transmission tasks.","entertainment, movies, tv, news in brief, vol 42 issue 39, entertainment"
3221,Uninvited Guest Rapper Ruins Album,"BRONX, NY'Despite already having lent his vocals to six of the 10 tracks on Fat Joe's latest album and drinking every can of Red Bull in the recording room's mini-fridge, uninvited guest rapper Lil Wayne continued to miss repeated hints that he should ""hit the fucking curb,"" the Atlantic recording artist and 36-year-old Bronx native said Tuesday. According to Fat Joe, Lil Wayne, who appeared at the studio ""just to holla"" after ""passing through the [neighbor]hood"" last Thursday, was allowed to stay for the recording of a few verses on his fellow rapper's newest effort, Me Myself & I. Five days and dozens of studio hours later, however, Fat Joe said he had made a ""serious mistake"" by granting the 23-year-old, New Orleans-born rapper such wide latitude. ""That nigga's in everybody's way,"" Fat Joe said. ""It'd be one thing if homeboy helped to clean up a studio track every now and then, or offered to replace some of the beats he's used without asking. But all he does is make more work for me."" ""Don't he have his own goddamn rap album with his own guests to go work on?"" Fat Joe added. Although Fat Joe said he had gotten along with Lil Wayne in the past, ""every motherfucking little thing,"" from the way the unwanted MC incorrectly emphasizes the first syllable of the word ""bizzatch,"" to the way he constantly ""flashes his ice,"" has begun to irritate him. ""I've tried to meet the sucka halfway and just have him come in on the chorus of most songs,"" Fat Joe said. ""But you know what the sad nigga do? He repeats the last word of every verse, right after I spit it. Did he always do that shit, and I just never noticed?"" Fat Joe said that the only contribution his unsolicited collaborator has so far made to the album was inspiring the song ""Blood-Sucking Moochaz Who Stick Around For A Damn Week Almost."" ""I thought that maybe after listening to that rhyme, he would've realized he'd overstayed his welcome,"" Fat Joe said. ""But nigga just bitched that the bass was too low."" According to Fat Joe, the mood, already strained after a 40-oz. bottle of malt liquor was spilled on expensive sound equipment Friday, worsened Sunday when he was forced to eject nearly a dozen of Lil Wayne's friends from the studio. ""It was a fucking block party up in here, and now every one of them freeloading bitches got to get shout-outs in the liner notes,"" said Fat Joe, who claimed to receive icy glares from the expelled revelers, ""as if [he] was the hater in all this."" ""If Lil Wayne was dropping Franklins to cover studio time, I wouldn't mind him having people over. But he ain't,"" he added. ""I can't even tell if this is a Fat Joe album anymore,"" Fat Joe said. ""And now I got to pay royalties to this nigga, too?"" Me Myself & I was scheduled to be released later this fall, but the unexpected spike in salaries and production cost overruns has prompted Atlantic to table the project until legal arrangements are first worked out. The development has reportedly dismayed executives from the label. ""In the industry, it's common knowledge that if you're going to invite a guest rapper, you make sure you're both on the same wavelength,"" said an Atlantic artists and repertoire executive who requested anonymity. ""If you're Too $hort, you have to be down with T-Pain. If you're Trick Daddy, you're cool with Twista. And so on."" Despite their friction, Fat Joe attributes his reluctance to kick out Lil Wayne to their long history together. ""Lil Wayne is like a brother to me'I'd take a bullet for that nigga,"" Fat Joe said. ""But, damn, I ain't never had this trouble from R. Kelly or the Terror Squad. I got a beef with 50 [Cent], but hell, at least I don't got to see him that much."" ""Nigga, please,"" Fat Joe added. ""Leave."" Me Myself & I, featuring Lil Wayne, Petey Pablo, Juvenile, Turk, Noreaga, Pastor Troy, Paul Wall, Onyx, Three 6 Mafia, Skull Duggery, Canibus, Capone, and four or five of Lil Wayne's other friends that Fat Joe had never even seen before in his life, could be released as early as January ""if busta ever gets his skinny ass the hell on.""","entertainment, coworkers, summer music, news, vol 42 issue 38, entertainment"
