,Headline,Body text,Meta Tags
155,Castro Threatens to Stop Sending Refugees to U.S.,,"world, archive, graphical feature, vol 29 issue 11, the onion"
156,"TV's Thea To World Leaders: 'Now Listen, Honey'","WASHINGTON' With its vote to adopt a resolution denouncing the freshman' s congresswoman behavior, the House of Representatives formally censured Alexandria Ocasio-Cortez Friday for employing the sexist slur ' fucking bitch'  in a speech on the House floor the day prior. ' The representative from New York' s 14th District is hereby condemned for her unapologetic enunciation of these hateful, abusive words, which not only brought disgrace to this esteemed body but were incredibly demeaning to all womankind,'  House Minority Leader Kevin McCarthy said as he read aloud the official rebuke, adding that as a woman herself, Ocasio-Cortez should have known better than to speak aloud the unconscionable term, let alone read it into the Congressional Record. ' Her appalling speech of July 23 does not reflect the values of the United States Congress, nor does it reflect the example we wish to set for our children' especially our daughters. While this body will not ask what prompted her to adopt such unprofessional language, it will require the representative to issue an immediate apology to her colleagues or face further disciplinary action for her misconduct.'  In his own words, McCarthy went on to observe that it was too soon to tell just how far back Ocasio-Cortez had set ' young ladies'  in Congress with her ' hysterical'  outburst.","archive, television, graphical feature, vol 29 issue 11, the onion"
157,Owls Are Assholes,,"animals, archive, graphical feature, vol 29 issue 11, the onion"
158,Sleep: A Great Way To Meet Fairy Princesses,"WASHINGTON' With its vote to adopt a resolution denouncing the freshman' s congresswoman behavior, the House of Representatives formally censured Alexandria Ocasio-Cortez Friday for employing the sexist slur ' fucking bitch'  in a speech on the House floor the day prior. ' The representative from New York' s 14th District is hereby condemned for her unapologetic enunciation of these hateful, abusive words, which not only brought disgrace to this esteemed body but were incredibly demeaning to all womankind,'  House Minority Leader Kevin McCarthy said as he read aloud the official rebuke, adding that as a woman herself, Ocasio-Cortez should have known better than to speak aloud the unconscionable term, let alone read it into the Congressional Record. ' Her appalling speech of July 23 does not reflect the values of the United States Congress, nor does it reflect the example we wish to set for our children' especially our daughters. While this body will not ask what prompted her to adopt such unprofessional language, it will require the representative to issue an immediate apology to her colleagues or face further disciplinary action for her misconduct.'  In his own words, McCarthy went on to observe that it was too soon to tell just how far back Ocasio-Cortez had set ' young ladies'  in Congress with her ' hysterical'  outburst.","archive, mental health, graphical feature, vol 29 issue 11, the onion"
159,What Do You Think?,,"archive, graphical feature, vol 29 issue 11, the onion"
160,Weather Map,,"archive, weather, graphical feature, vol 29 issue 11, the onion"
161,Daredevil Produce Manager to Attempt Largest-Ever Plum Display,"The world holds its breath this morning as Jim Pobinsky, a produce department manager for the Star Foods supermarket in Omaha, NE, prepares to create the largest display of plums in modern grocery history. ' We' ve got two full pallets of plums coming in on the truck at 10. That' s a lot of plums,'  says Pobinsky, in a tense interview a mere day before he runs the fruit gauntlet. The attempt has garnered a huge public response, not unlike Evil Knievel' s famed cycle jump across the Grand Canyon in 1975, except this time it' s not crossing a canyon, it' s stacking plums. The estimated five-foot pile, to be fashioned in a roughly pyramidal shape, is expected to dazzle a whole store full of anxious spectators watching on location while they shop. ' It' s really not that big a deal,'  Pobinsky says with characteristic modesty. ' You should have seen the new floor waxer we got in last week. That was exciting.'  Developed over 16 years in the produce business, all of Pobinsky' s fruit piling skills will be required to pull off the feat. Lightning-fast hand-eye coordination, complex geometric calculations and sheer brute strength will serve as Pobinsky' s weapons in his struggle for plum order and harmony. The produce manager must be operating at 100% to defeat the fruit, which is only too ready to roll off the table and plunge his department into chaos. ' I hope I can finish the display before noon, so I can freshen up the greens section before taking off for lunch,'  Pobinsky says. However, if Pobinsky is too hasty, or lets his concentration slip for a moment, his chance at ever-lasting grocery super-stardom will come crashing down' along with the plum pile that would have made him a legend in both the fruit and vegetable aisle and the neighboring deli and meats section. Donna Laban, Pobinsky' s wife and Star Foods'  grocery samples coordinator, is understandably nervous for her husband' s safety in this high-stakes game of produce display brinkmanship. ' I always remind him to lift with his legs, not his back,'  Laban says. ' Some of those boxes can be heavy, especially if the plums are ripe and juicy, engorged with delicious nectar.'  Laban also stated that, if necessary, she would leave her samples post by the meat department in order to provide moral support during his heroic effort. ' We' re going to have cocktail wieners on toothpicks. If you come in tomorrow, you should try one,'  she says, adding but a second later, ' They' re free.'  Pobinsky had responded quickly to nature' s challenge, preparing in advance for the plum onslaught. ' I read in last month' s American Produce Journal that rainfall was heavy in many plum-producing areas. I knew then that we' d most likely have plenty of plums in a few weeks,'  Pobinsky says. ' So I saved a lot of cardboard boxes to stack around the plum table, to widen the actual base so all those plums could fit.'  Tim Wiegens, 17, a produce stocker under Pobinsky' s supervision, will play a supporting role in the daredevil manager' s fruit-stacking gambit. ' I' ll basically be opening the boxes with an X-acto knife, and Mr. Pobinsky will do the actual stacking,'  Wiegens says. ' I tried to do a nectarine table by myself once, but I messed it up pretty bad. Mr. Pobinsky took me into the cooler and yelled at me.'  In a final statement before proceeding home to prepare for his moment of glory, Pobinsky asked his millions of supporters worldwide to come in tomorrow and witness his chance at immortality within the world of produce display engineering. ' Don' t forget, plums are 99 cents a pound all this week at the store,'  he says. ' That' s a special price that will last until this Friday.' ","local, archive, news, vol 29 issue 11, local"
162,Scientists Trace Campus-Wide Pussy Shortage to ZBT House,"NEW ORLEANS' Scientists at Tulane University yesterday successfully traced the mysterious pussy shortage that has ravaged the campus to the Zeta Beta Tau fraternity house. ' It appears that ZBT men, with their rugged good looks and attractive sweatshirts with sewn-on greek letters, have been too much for the young women of Tulane to resist,'  researcher Hester Jones said at a press conference. ' To make matters worse, several of the brothers have gone ahead and ' pinned'  several women, an act that all but guarantees their full sexual allegiance.'  Other students on campus, unable to compete with the fraternity' s outrageous theme parties and attractive, well-maintained house (including vomit-encrusted pool table), decried the greed of the fraternity and demanded that ZBT disband immediately. ' It takes something extra special to be a brother here,'  responded Josh Koss, president of Tulane' s Alpha Mu chapter of ZBT. ' And as we say every Monday at our meetings, the brothers of ZBT will be pickin'  up the chicks in ' 96.'  CHICAGO' Urging everyone to lighten up and ' save the pearl-clutching'  for real problems, local catcaller Will Snyder confirmed Friday that he was not sure what the big deal was because he' d love it if a woman referred to him as a fat, stuck-up bitch. ' No one ever calls me a dumb filthy whore when I' m headed home after a long day of work, but you know what, it sure would be a nice thing to hear every now and then,'  said Snyder, 27, adding that it would be a tragedy if the political correctness of the #MeToo era had reached a point where it might prevent a woman from walking close behind him for several blocks and then telling him he was an ugly, uptight cunt who needed to be fucked hard. ' Honestly, what' s the problem? I' d be flattered if some girl blocked my path on the sidewalk, grabbed her crotch, and told me my big slutty lips would look great on her pussy. That' s a compliment in my book, so don' t act all offended when you hear that kind of thing from me.'  The catcaller then reportedly sighed and reiterated his long-held position that there wasn' t much he could do about it, because they were ' all a bunch of frigid dykes.' ","local, archive, news in brief, vol 47 issue 18, local"
163,"Elderly Woman to Teeter, Quiver","NORMAN, OK' Eunice Stephens, 89, announced Monday her intentions to both teeter and quiver this week. According to Stephens, she will most likely teeter when walking up and down stairs, swaying slightly to the right, then correcting herself by over-compensating to the left. ' As for quivering, I will do that when talking to people and when putting on my glasses,'  Stephens said. ' I am also considering quivering when lifting my tea cup to my mouth.'  Stephens' s five children, all of whom live at great distances and only speak to her on birthdays and holidays, were unable to attend the press conference. CHICAGO' Urging everyone to lighten up and ' save the pearl-clutching'  for real problems, local catcaller Will Snyder confirmed Friday that he was not sure what the big deal was because he' d love it if a woman referred to him as a fat, stuck-up bitch. ' No one ever calls me a dumb filthy whore when I' m headed home after a long day of work, but you know what, it sure would be a nice thing to hear every now and then,'  said Snyder, 27, adding that it would be a tragedy if the political correctness of the #MeToo era had reached a point where it might prevent a woman from walking close behind him for several blocks and then telling him he was an ugly, uptight cunt who needed to be fucked hard. ' Honestly, what' s the problem? I' d be flattered if some girl blocked my path on the sidewalk, grabbed her crotch, and told me my big slutty lips would look great on her pussy. That' s a compliment in my book, so don' t act all offended when you hear that kind of thing from me.'  The catcaller then reportedly sighed and reiterated his long-held position that there wasn' t much he could do about it, because they were ' all a bunch of frigid dykes.' ","local, archive, news in brief, vol 29 issue 11, local"
164,King of Pop Celebrates 30 Years of Bat-shit Insane Life with HBO Special,,"entertainment, archive, graphical feature, vol 29 issue 10, entertainment"
165,New Cartoon: 'The Incestsons' debuts this week,,"entertainment, archive, graphical feature, vol 29 issue 10, entertainment"
166,Like Boxes of Shit in Your House? Get a Cat,,"animals, archive, graphical feature, vol 29 issue 10, the onion"
167,Area White Headed For Congress,"As the 2020 presidential race heats up, attention has turned to presidential polling and the wisdom of relying on an industry that generally predicted the wrong outcome in 2016. The Onion takes a look at the history of presidential polling. 1935: George Gallup founds American Institute of Public Opinion in attempt to quench his endless thirst for juicy voter gossip.        ","politics, archive, graphical feature, vol 29 issue 10, politics"
168,What Do You Think?,,"science & technology, archive, graphical feature, vol 29 issue 10, the onion"
169,World's Longest Wall Completed," No one has ever built a wall this great,'  mayor says PEMBROKE, IL' The Bernstein-Grey construction company announced the completion of the world' s longest wall yesterday, putting the final touches on the single greatest feat in U.S. architectural history. The Big Wall of Pembroke, a joint effort between the town' s beautification committee and the board of tourism, measures a full 23 1/3 feet long by 11 2/3 feet tall by 36 inches thick. Its construction began in December 1995 and ended yesterday amid great fanfare and excitement. ' No one has built a wall of this size and scope in the history of the world,'  said Bernstein/Grey president Arthur Bernstein, who personally oversaw a project that was largely scorned by the U.S. architectural community. ' I challenge anyone to even attempt such a grand wall.'  As all 2,300 residents of Pembroke gathered at the wall' s base for a ceremonial ribbon-cutting, Mayor Arty Leucking addressed the crowd. ' We are very, very pleased with the wall,'  Leucking said. ' There were plenty of naysayers in this community, people who doubted its feasibility. But their protests are forever silenced now that the finished wall has been unveiled. It is indeed a mighty, even ' great'  wall.'  Added Pembroke alder Kate Dermot: ' The wall is huge. If there is a wall this large anywhere else, I' ve never seen it, and I' ve been all over the tri-county area. It' s even visible by helicopter, provided you don' t go too high.'  From the outset, the Big Wall had the trappings of an engineering impossibility. Architects the world over were consulted, but all but one turned down the project for undisclosed reasons. The job was eventually accepted by Bernstein-Grey, a prestigious firm based in nearby Grainger, IN. The firm submitted and saw rejected nearly two dozen designs before a final plan was agreed upon. ' We were very nervous about the scale of the wall, its sheer enormity,'  architect Ken Millin said. ' Consequently, we were overly cautious in our design. We submitted plans for a 15-foot wall made of plastic, a 19-foot wall made of ceramic-covered aluminum, and a 20-foot wall made of a uranium shell with a liquid mercury-based ore center. They were all turned down because they were too small.'  The final design employs a series of interlocking blocks of fired clay stacked atop one another and covered with an experimental plaster substitute. ' That design we knew was a keeper,'  Millin said. ' It combines architectural dynamics the world has never seen' something that is going to last 10, maybe 20 years of harsh southern Illinois winters.'  Despite the overwhelming excitement surrounding the wall, its construction was not without problems. In January, a strong wind destroyed two-thirds of the structure. Although there were no injuries, a full eight feet of the wall had to be rebuilt. Further tragedy marred the wall in early March, when construction worker Bart Meadows, who was working at the top, fell off his ladder. He suffered a bruise to his shoulder and scraped his knee on a pebble. ' It hurt a lot,'  Meadows said. ' I had to go get a Band-Aid, and for the next week, every time I lifted my arm it was kinda sore.'  Even when the Big Wall was proposed, a dream of a small but dedicated group of boosters, opposition within the community nearly derailed it. ' It wasn' t that they couldn' t see the necessity for the wall,'  Dermot said. ' It' s just that a project of this magnitude had never been conceived before. A wall this large? Impossible!'  The Big Wall has spawned a number of businesses selling memorabilia, including T-shirts with slogans such as, ' You saw a bigger wall where?'  and ' I went to the Big Wall of Pembroke and here' s a T-shirt that proves it.'  Now that the wall is complete, plans will commence for new, four-sided hollow structures for human habitation, allowing Pembroke residents to leave their dank cave dwellings. Said Leucking: ' The only glitch is that the proposed structures have a propensity for letting in rain. Once we solve that, we will be able to live in comfort and ease until our God comes down and takes us home.' ","local, archive, news, vol 29 issue 10, local"
170,Clinton Blown Away,"by Delicious Flavor of Trident Gum WASHINGTON, D.C. (AP)'  President Clinton is recovering today after being ' shot dead'  by the flavor of Trident Sugarless Spearmint Gum late Monday night. The President was walking out of the Washington Hilton, where he had just given a speech, when he received three ' bursts of taste'  from the gum, which was quickly wrestled out of his mouth by Secret Service agents. ' That' s some gum!'  screamed the President as he was pulled into his limousine and hurried to Memorial Hospital, where he was pronounced ' satisfied on arrival'  by Dr. Robert Orson, the president' s personal physician. ' The President was struck three times on the tongue by the most delicious gum he' s ever had,'  Orson said. ' His taste buds never had a chance.'  According to eyewitnesses, the President was waving to the crowd and talking to Secretary of Defense William Perry when, unseen by Secret Service agents, the gum snuck into his mouth. ' You could see immediately something had happened,'  Perry said. ' He began to smile broadly and his eyes lit up. The third chew is what got him. The first two just opened his eyes to the taste, but the third sent him reeling into a whole new vista of flavor.'  The entire nation was glued to its television sets throughout the night, mourning what TV commentator George Will termed ' the death of our collective gustatory innocence.'  Vice President Al Gore has assumed temporary duties as Chief Executive while doctors and security personnel stay on a 24-hour Flavor Watch. Meanwhile, questions are being asked about how a gum so staggeringly delicious could have been allowed into the President' s mouth in the first place. Spokesman Roger Vasquez confirmed today that the Secret Service had closed its file on Trident Sugarless Spearmint gum in 1993, believing it to be ' insufficiently minty'  to pose a security risk to the President. ' Were we wrong? Obviously,'  Vasquez admitted. ' This is a gum that should not have been allowed within 20 feet of the President. That' s how mint- astic it is!'  This is not the first time Trident gum has struck a Chief Executive, according to Trident executive Howard Stanton. In 1976 President Gerald Ford was ' gravely wowed'  when shaking hands at a San Francisco campaign stop. But that incident was before Trident began using aspartane, a remarkably sweet sugar substitute, in its gum. ' The two chews inflicted on President Ford, while flavorful, were only moderately chew-licious,'  Stanton said. ' But our new sugarless gum is indistinguishable from regular gums and carries five times the palate-pleasin'  power of our 1976 brand.'  Harry Williams, a taxi driver from Portland, Oregon, echoed the thoughts and feelings of a nation. ' Of course you see this kind of thing all the time on TV, but when it happens to the President. . . it' s unfathomable. Unfathomable that Trident Sugarless Spearmint gum is so delicious.'  ' At least he didn' t get a chance to see how long-lasting the flavor is,'  Stanton noted. ' That would have been a national ordeal that might never have ended' a Vietnam of flavor!' ","politics, archive, presidents, news, vol 29 issue 10, politics"
171,Bosnian Cease-Fire Celebrated With Massive Ocean Animal Sing-A-Long,,"world, archive, graphical feature, vol 29 issue 08, the onion"
172,Everybody's Naming They Babies 'Shawanda',,"local, archive, graphical feature, vol 29 issue 08, local"
173,Amtrak to Face Japanese Bullet Train in Crash-Off '96,,"world, archive, graphical feature, vol 29 issue 08, the onion"
174,Area Trash Collector is Stench-sational,"CHICAGO' Urging everyone to lighten up and ' save the pearl-clutching'  for real problems, local catcaller Will Snyder confirmed Friday that he was not sure what the big deal was because he' d love it if a woman referred to him as a fat, stuck-up bitch. ' No one ever calls me a dumb filthy whore when I' m headed home after a long day of work, but you know what, it sure would be a nice thing to hear every now and then,'  said Snyder, 27, adding that it would be a tragedy if the political correctness of the #MeToo era had reached a point where it might prevent a woman from walking close behind him for several blocks and then telling him he was an ugly, uptight cunt who needed to be fucked hard. ' Honestly, what' s the problem? I' d be flattered if some girl blocked my path on the sidewalk, grabbed her crotch, and told me my big slutty lips would look great on her pussy. That' s a compliment in my book, so don' t act all offended when you hear that kind of thing from me.'  The catcaller then reportedly sighed and reiterated his long-held position that there wasn' t much he could do about it, because they were ' all a bunch of frigid dykes.' ","local, archive, graphical feature, vol 29 issue 08, local"
175,What Do You Think?,,"politics, archive, graphical feature, vol 29 issue 08, politics"
176,Weather Map,,"local, archive, graphical feature, vol 29 issue 08, local"
177,PR Firm Kills Innocent Child," Kills is a Harsh Word,'  Spokesperson Says The prestigious Chicago-based public relations firm of Lawler, Schneider & Epps, whose impressive client roster includes such giants as RJR/Nabisco, PepsiCo and Bristol-Myers/Squibb, killed an innocent child yesterday, beating 7-year-old Chicago resident Jamie Wood to death in a secluded section of Grant Park. ' ' Kills'  is a harsh word,'  said Lawler, Schneider & Epps spokesperson Elaine Scott of the murder. ' We prefer to think that a young boy sadly passed away in a manner that was sudden, unfortunate, and perhaps even avoidable. We are taking significant steps to ensure that such a thing never happens again.'  According to police reports, late Monday night, several top executives from Lawler, Schneider & Epps cornered Wood and began taunting him and asking him where his mommy was. When the frightened Wood began to run, the executives chased the boy down and repeatedly hit him about the face and neck with a metal pipe. Cook County coroners pronounced the boy dead at the scene. ' This incident was largely the result of miscommunication among senior firm executives,'  said John Smalley, Senior Account Supervisor in charge of the firm' s food and beverage accounts. ' Somewhere along the way, signals got crossed and the go-ahead was given to begin smashing Jamie' s skull with a pipe. Once that happened, everyone was under the impression that the plan was to batter the boy mercilessly.'  In a damage control effort, the firm has undertaken a major PR campaign playing up the fact that it has never taken a child' s life before. In addition to television and magazine ads, billboards will be put up all over Chicago reading, ' Thanks to Lawler, Schneider & Epps, Over Two Million Children Are Still Alive in Chicago Today.'  Says another one: ' Lawler, Schneider & Epps: Chicago' s Only ' Kids First'  PR Firm. Why Else Would We Have Never Killed One Before?'  One magazine ad favorably compares the firm to a farm thresher, a piece of equipment that, on average, results in the accidental death of 15 children each year. ' Who would you trust your children to?'  the ad reads. ' The creative minds at Lawler, Schneider & Epps? Or a deadly farm thresher?'  According to Cook County D.A. Laurence Kirby, the PR executives involved in the killing will likely have to stand trial, a possibility that excites them. ' We' re all very excited to see how the American justice system works,'  said David Walsh, a Senior Copywriter implicated in the murder. ' Being put on trial gives us the rare chance to see it all from the inside. We couldn' t be happier with this turn of events.'  If found guilty, Walsh and the others face life imprisonment, and possibly execution. ' Being put to death would be an exciting new experience,'  Walsh said. ' I' m sure it' s something I' d never forget. Nothing could really be better than that.'  According to Senior Partner Matthew Epps, despite the tragic loss of young life, much good has come out of the fatal beating. ' The Wood family is far better off without Jamie,'  he said. ' This will save thousands of dollars a year on food and clothes for an extra child, and free up nearly $80,000 that would have gone to his college education. Plus, Jamie' s parents can now focus all of their energy, attention and love on their remaining child, 9-year-old Nikki, and never again have to worry about dividing it between the two.'  To ensure that Lawler, Schneider & Epps does not lose any valuable corporate clients due to the potentially damaging murder, the firm has invested $3 million in a damage control campaign. ' There is always that danger that someone like Beatrice or Frito-Lay would jump to conclusions about our ability to conduct a PR campaign because we killed a young boy,'  Epps said. ' We want to make it clear that we are still fully capable of providing them with the best PR imaginable. And we have the color slides and 3-D pie charts to prove it.' ","human interest, archive, news, vol 29 issue 08, the onion"
178,Monk Gloats Over Yoga Championship," I am the serenest!'  he says LHASA, TIBET' Employing the brash style that first brought him to prominence, Sri Dhananjai Bikram won the fifth annual International Yogi Competition yesterday with a world-record point total of 873.6. ' I am the serenest!'  Bikram shouted to the estimated crowd of 20,000 yoga fans, vigorously pumping his fists. ' No one is serener than Sri Dhananjai Bikram' I am the greatest monk of all time!'  Bikram averaged 1.89 breaths a minute during the two-hour competition, nearly .3 fewer than his nearest competitor, second-place finisher and two-time champion Sri Salil ' The Hammer'  Gupta. The heavily favored Gupta was upset after the loss. ' I should be able to beat that guy with one lung tied,'  Gupta said. ' I' m beside myself right now, and I don' t mean trans-bodily.'  Bikram got off to a fast start at the Lhasa meet, which like most major competitions, is a six-event affair. In the first event, he attained total consciousness (TC) in just 2 minutes, 34 seconds, and set the tone for the rest of the meet by repeatedly shouting, ' I' m blissful! You blissful?! I' m blissful!'  to the other yogis. Bikram, 33, burst onto the international yoga scene with a gold-mandala performance at the 1994 Bhutan Invitational. At that competition he premiered his aggressive style, at one point in the flexibility event sticking his middle toes out at the other yogis. While no prohibition exists against such behavior, according to Yoga League Commissioner Swami Prabhupada, such behavior is generally considered ' un-Buddhalike.'  ' I don' t care what the critics say,'  Bikram said. ' Sri Bikram is just gonna go out there and do Sri Bikram' s own yoga thing.'  Before the Bhutan meet, Bikram had never placed better than fourth. Many said he had forsaken rigorous training for the celebrity status accorded by his Bhutan win, endorsing Nike' s new line of prayer mats and supposedly dating the Hindu goddess Shakti. But his performance this week will regain for him the number one computer ranking and earn him new respect, as well as for his coach Mahananda Vasti, the controversial guru some have called Bikram' s ' guru.'  ' My special training diet for Bikram of one super-charged, carbo-loaded grain of rice per day was essential to his win,'  Vasti said. The defeated Gupta denied that Bikram' s taunting was a factor in his inability to attain TC. ' I just wasn' t myself today,'  Gupta commented. ' I wasn' t any self today. I was an egoless particle of the universal no-soul.'  In the second event, flexibility, Bikram maintained the lead by supporting himself on his index fingers for the entire 15 minutes while touching the back of his skull to his lower spine. The feat was matched by Gupta, who first used the position at the 1990 Tokyo Zen-Off. ' That' s my meditative position of spiritual ecstasy, not his,'  remarked Gupta. ' He stole my thunder.'  Bikram denied the charge, saying, ' Gupta' s been talking like that ever since he was a 3rd century Egyptian slave-owner.'  Nevertheless, a strong showing by Gupta in the third event, the shotput, placed him within a lotus petal of the lead at the competition' s halfway point. But event number four, the contemplation of unanswerable riddles known as koans, proved the key to victory for Bikram. The koan had long been thought the weak point of his spiritual arsenal, but his response to today' s riddle' ' Show me the face you had before you were born' ' was reportedly ' extremely illuminative,'  according to Commissioner Prabhupada. While koan answers are kept secret from the public for fear of exposing the un-initiated multitudes to the terror of universal truth, insiders claim his answer had Prab-hupada and the two other judges ' highly enlightened.'  With the event victory, Bikram built himself a nearly insurmountable lead, one he sustained through the yak-milk churn and breathing events to come away with the upset victory.","world, archive, news, vol 29 issue 08, the onion"
179,114-Year-Old Attributes Longevity to Sheer Random Chance,"MILFORD, WY' Mayor Hammond Forsythe officially declared Monday ' Hazel McCreeley Day,'  and why not? After all, if you' d lived through over 41,500 of them, wouldn' t you deserve one too? With pomp, circumstance and cake, the oldest living American celebrated the start of the 14th year of her second century of life here amid her friends at the Milford Nursing Home. But make no mistake' old age does not mean old heart! ' What a crock of shit,'  re-marked the feisty McCreeley, playfully feigning both inability and unwillingness to blow out even one of her 114 candles. ' What a flaming crock of shit this whole day is˚Äf For the love of Jesus, honor somebody accomplishing something, not someone whose body is spiting its mind by staying alive.'  Asked for the secret to her long life, the perky, silver-coifed McCreeley quipped: ' Dumb luck. Do any of you have even a rudimentary understanding of probability? Extrapolate the bell curve of life expectancy for a quarter of a billion people and see for your goddamn selves.'  The frisky matriarch continued. ' By probabilistic rights, somebody in America ought to be 119. Only one person being 114 years old is an incredible statistical deviation.'  ' Great, I pissed in my diaper again,'  wise-cracked the chipper McCreeley, who still has the sense of humor she inherited from her mother, the wife of a pioneer rancher who gave birth to her only child, Hazel, on March 5, 1882, during the administration of Chester A. Arthur. She grew up during the tail-end of the legendary Old West period, graduated high school when Teddy Roosevelt was president, turned 51 one day after the first inauguration of his relative Franklin, and was eligible for Medicare by 18 years when it was first created! Thinking of those times, McCreeley wistfully recalls them as ' a total goddamn blurÅEÄ¶ Everything before this morning is a brain-fart for me.'  The bouncy centedecarian has lived in Milford all her life, spending 53 years running the general store which she founded with her husband, Herb. Herb died in 1958 at the age of 79. She has three children, five grandchildren, 11 great-grandchildren and 16 great-great-grandchildren. ' Buried most of ' em,'  the","local, archive, news, vol 29 issue 08, local"
180,Professional Advice on Garden Hoe Usage From Two Experts,,"local, archive, graphical feature, vol 29 issue 07, local"
181,Kansas Hosts 'Nothing to Happen Here '96',,"local, archive, graphical feature, vol 29 issue 07, local"
182,"Tic Tacs Free of Ticks, Tacks",,"food, archive, graphical feature, vol 29 issue 07, the onion"
183,"Financial News: Due to Computer Error, You Owe The Onion $47,000","WASHINGTON' With its vote to adopt a resolution denouncing the freshman' s congresswoman behavior, the House of Representatives formally censured Alexandria Ocasio-Cortez Friday for employing the sexist slur ' fucking bitch'  in a speech on the House floor the day prior. ' The representative from New York' s 14th District is hereby condemned for her unapologetic enunciation of these hateful, abusive words, which not only brought disgrace to this esteemed body but were incredibly demeaning to all womankind,'  House Minority Leader Kevin McCarthy said as he read aloud the official rebuke, adding that as a woman herself, Ocasio-Cortez should have known better than to speak aloud the unconscionable term, let alone read it into the Congressional Record. ' Her appalling speech of July 23 does not reflect the values of the United States Congress, nor does it reflect the example we wish to set for our children' especially our daughters. While this body will not ask what prompted her to adopt such unprofessional language, it will require the representative to issue an immediate apology to her colleagues or face further disciplinary action for her misconduct.'  In his own words, McCarthy went on to observe that it was too soon to tell just how far back Ocasio-Cortez had set ' young ladies'  in Congress with her ' hysterical'  outburst.","economy, archive, graphical feature, vol 29 issue 07, the onion"
184,"Technicians Repair Dole's Circuits, Human-like Casing for Next Primary",,"politics, archive, graphical feature, vol 29 issue 07, politics"
185,What Do You Think?,,"opinion, archive, graphical feature, vol 29 issue 07, the onion"
186,Weather Map,,"archive, weather, graphical feature, vol 29 issue 07, the onion"
187,Behold The Magic Flying Man,"Meet Delta Pilot Frank Gartley People of the Earth! Raise your gaze skyward and BEHOLD! Soaring above you on magical wings of purest silver flies Frank Gartley, the Magic Flying Man! Across the country, over every hill and dale, he takes the wind as his own and lets slip the sundry grasp of gravity! He flies high, he flies free, and he flies alone, as a bird, as a sunbeam, nay, verily, even as a God! Delta Airlines pilot and father of four Frank Gartley, 41, has mastered the powers of flight! Behold the magical wonderment that is the Magic Flying Man! ' It' s really nothing special,'  says Gartley with the characteristic modesty and good-natured unselfishness traditionally associated with benevolent supernatural beings in the guise of mortals. ' I' m just a guy with a job to do, and I try to do it with a smile.'  Though he may downplay his importance, the facts of the matter are undeniable and shine true! He is the Miraculous Flying Man, who marshals magical forces beyond our comprehension to take wing and FLY! And what' s more, should fortune smile upon you, you just might be lucky enough to go with him, soaring miles above the earth on a thrill-packed journey to the clouds! ' We put safety first,'  Gartley says, describing his amazing voyages through the ether. ' But we always do our best to ensure that each passenger is comfortable and enjoys his flight.'  Small wonder it is indeed that passengers should enjoy themselves, when they are in the presence of the mightiest Wizard this earth has ever known! Behold Gartley ' s powers! Within his great Temple of the Silver Bird, an enormous statue carved in the likeness of a giant winged beast, there lie many wonders strange and terrible! In Gartley' s special chamber, just behind the mighty bird' s eyes, he surveys all! Soon all the worshippers will fill the Temple' s halls as he prepares to shake loose the hold of earth! Though in the Temple Gartley is called captain, in the hearts of every man, woman and child seated here he is Mighty Wizard Gartley, Master of the Wind! His magic knows no end! Look ye on his works! ' Okay, folks, this is Captain Gartley, and I' ll be your pilot today. We are presently preparing for take-off, so please fasten your seatbelts and place all seat-backs and tray tables in their upright, locked positionsÅEÄ¶'  So does the Mighty Gartley prepare for his miracles, intoning his magic words with a quiet, confident tone, reciting the litany that will bring Flight! Behold! With a mere twist of a knob, his voice is instantly carried to every room in his chambers, heard by all, though the magic man himself cannot be seen! With a touch of his glorious finger, tiny, flashing dots of otherworldly light shine out in wizardrous glory! With a flick of his finger, the air is filled with a mighty rushing cry of exhaltation, in a voice louder and more wondrous than that of any man! With but the slightest movement of his hands, the en","archive, transportation, news, vol 29 issue 07, the onion"
